sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,mean_fix_likelihood
1.0,2.0,alcohol,alcohol,318.0,2.0,1.0
1.0,2.0,alcohol,cigarette,318.0,2.0,0.0
1.0,2.0,alcohol,neutral,318.0,2.0,0.0
2.0,2.0,alcohol,alcohol,318.0,2.0,1.0
2.0,2.0,alcohol,cigarette,318.0,2.0,0.0
2.0,2.0,alcohol,neutral,318.0,2.0,0.0
3.0,2.0,alcohol,alcohol,318.0,2.0,0.666666666667
3.0,2.0,alcohol,cigarette,318.0,2.0,0.166666666667
3.0,2.0,alcohol,neutral,318.0,2.0,0.166666666667
4.0,2.0,alcohol,alcohol,318.0,2.0,
4.0,2.0,alcohol,cigarette,318.0,2.0,
4.0,2.0,alcohol,neutral,318.0,2.0,
5.0,2.0,alcohol,alcohol,318.0,2.0,0.8125
5.0,2.0,alcohol,cigarette,318.0,2.0,0.125
5.0,2.0,alcohol,neutral,318.0,2.0,0.0625
6.0,2.0,alcohol,alcohol,318.0,2.0,
6.0,2.0,alcohol,cigarette,318.0,2.0,
6.0,2.0,alcohol,neutral,318.0,2.0,
7.0,2.0,alcohol,alcohol,318.0,2.0,
7.0,2.0,alcohol,cigarette,318.0,2.0,
7.0,2.0,alcohol,neutral,318.0,2.0,
8.0,2.0,alcohol,alcohol,318.0,2.0,0.923076923077
8.0,2.0,alcohol,cigarette,318.0,2.0,0.0
8.0,2.0,alcohol,neutral,318.0,2.0,0.0769230769231
9.0,2.0,alcohol,alcohol,318.0,2.0,0.75
9.0,2.0,alcohol,cigarette,318.0,2.0,0.25
9.0,2.0,alcohol,neutral,318.0,2.0,0.0
10.0,2.0,alcohol,alcohol,318.0,2.0,
10.0,2.0,alcohol,cigarette,318.0,2.0,
10.0,2.0,alcohol,neutral,318.0,2.0,
11.0,2.0,alcohol,alcohol,318.0,2.0,0.0
11.0,2.0,alcohol,cigarette,318.0,2.0,1.0
11.0,2.0,alcohol,neutral,318.0,2.0,0.0
12.0,2.0,alcohol,alcohol,318.0,2.0,
12.0,2.0,alcohol,cigarette,318.0,2.0,
12.0,2.0,alcohol,neutral,318.0,2.0,
13.0,2.0,alcohol,alcohol,318.0,2.0,
13.0,2.0,alcohol,cigarette,318.0,2.0,
13.0,2.0,alcohol,neutral,318.0,2.0,
14.0,2.0,alcohol,alcohol,318.0,2.0,0.444444444444
14.0,2.0,alcohol,cigarette,318.0,2.0,0.555555555556
14.0,2.0,alcohol,neutral,318.0,2.0,0.0
