sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
1.0,4.0,alcohol,alcohol,1068.0,0.0,0.0,
1.0,4.0,alcohol,cigarette,1068.0,0.0,0.0,
1.0,4.0,alcohol,neutral,1068.0,0.0,0.0,
2.0,4.0,alcohol,alcohol,1068.0,0.0,0.0,
2.0,4.0,alcohol,cigarette,1068.0,0.0,0.0,
2.0,4.0,alcohol,neutral,1068.0,0.0,0.0,
3.0,4.0,alcohol,alcohol,1068.0,4.0,3.0,0.75
3.0,4.0,alcohol,cigarette,1068.0,4.0,0.0,0.0
3.0,4.0,alcohol,neutral,1068.0,4.0,1.0,0.25
4.0,4.0,alcohol,alcohol,1068.0,0.0,0.0,
4.0,4.0,alcohol,cigarette,1068.0,0.0,0.0,
4.0,4.0,alcohol,neutral,1068.0,0.0,0.0,
5.0,4.0,alcohol,alcohol,1068.0,2.0,2.0,1.0
5.0,4.0,alcohol,cigarette,1068.0,2.0,0.0,0.0
5.0,4.0,alcohol,neutral,1068.0,2.0,0.0,0.0
6.0,4.0,alcohol,alcohol,1068.0,0.0,0.0,
6.0,4.0,alcohol,cigarette,1068.0,0.0,0.0,
6.0,4.0,alcohol,neutral,1068.0,0.0,0.0,
7.0,4.0,alcohol,alcohol,1068.0,0.0,0.0,
7.0,4.0,alcohol,cigarette,1068.0,0.0,0.0,
7.0,4.0,alcohol,neutral,1068.0,0.0,0.0,
8.0,4.0,alcohol,alcohol,1068.0,0.0,0.0,
8.0,4.0,alcohol,cigarette,1068.0,0.0,0.0,
8.0,4.0,alcohol,neutral,1068.0,0.0,0.0,
9.0,4.0,alcohol,alcohol,1068.0,0.0,0.0,
9.0,4.0,alcohol,cigarette,1068.0,0.0,0.0,
9.0,4.0,alcohol,neutral,1068.0,0.0,0.0,
10.0,4.0,alcohol,alcohol,1068.0,11.0,4.0,0.363636363636
10.0,4.0,alcohol,cigarette,1068.0,11.0,1.0,0.0909090909091
10.0,4.0,alcohol,neutral,1068.0,11.0,6.0,0.545454545455
11.0,4.0,alcohol,alcohol,1068.0,1.0,1.0,1.0
11.0,4.0,alcohol,cigarette,1068.0,1.0,0.0,0.0
11.0,4.0,alcohol,neutral,1068.0,1.0,0.0,0.0
12.0,4.0,alcohol,alcohol,1068.0,0.0,0.0,
12.0,4.0,alcohol,cigarette,1068.0,0.0,0.0,
12.0,4.0,alcohol,neutral,1068.0,0.0,0.0,
13.0,4.0,alcohol,alcohol,1068.0,0.0,0.0,
13.0,4.0,alcohol,cigarette,1068.0,0.0,0.0,
13.0,4.0,alcohol,neutral,1068.0,0.0,0.0,
14.0,4.0,alcohol,alcohol,1068.0,13.0,4.0,0.307692307692
14.0,4.0,alcohol,cigarette,1068.0,13.0,2.0,0.153846153846
14.0,4.0,alcohol,neutral,1068.0,13.0,7.0,0.538461538462
15.0,4.0,alcohol,alcohol,1068.0,0.0,0.0,
15.0,4.0,alcohol,cigarette,1068.0,0.0,0.0,
15.0,4.0,alcohol,neutral,1068.0,0.0,0.0,
16.0,4.0,alcohol,alcohol,1068.0,0.0,0.0,
16.0,4.0,alcohol,cigarette,1068.0,0.0,0.0,
16.0,4.0,alcohol,neutral,1068.0,0.0,0.0,
17.0,4.0,alcohol,alcohol,1068.0,9.0,8.0,0.888888888889
17.0,4.0,alcohol,cigarette,1068.0,9.0,1.0,0.111111111111
17.0,4.0,alcohol,neutral,1068.0,9.0,0.0,0.0
18.0,4.0,alcohol,alcohol,1068.0,8.0,4.0,0.5
18.0,4.0,alcohol,cigarette,1068.0,8.0,1.0,0.125
18.0,4.0,alcohol,neutral,1068.0,8.0,3.0,0.375
19.0,4.0,alcohol,alcohol,1068.0,8.0,5.0,0.625
19.0,4.0,alcohol,cigarette,1068.0,8.0,2.0,0.25
19.0,4.0,alcohol,neutral,1068.0,8.0,1.0,0.125
20.0,4.0,alcohol,alcohol,1068.0,5.0,4.0,0.8
20.0,4.0,alcohol,cigarette,1068.0,5.0,1.0,0.2
20.0,4.0,alcohol,neutral,1068.0,5.0,0.0,0.0
21.0,4.0,alcohol,alcohol,1068.0,1.0,0.0,0.0
21.0,4.0,alcohol,cigarette,1068.0,1.0,1.0,1.0
21.0,4.0,alcohol,neutral,1068.0,1.0,0.0,0.0
