sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,mean_fix_likelihood
1.0,2.0,alcohol,alcohol,715.0,2.0,1.0
1.0,2.0,alcohol,cigarette,715.0,2.0,0.0
1.0,2.0,alcohol,neutral,715.0,2.0,0.0
2.0,2.0,alcohol,alcohol,715.0,2.0,
2.0,2.0,alcohol,cigarette,715.0,2.0,
2.0,2.0,alcohol,neutral,715.0,2.0,
3.0,2.0,alcohol,alcohol,715.0,2.0,0.714285714286
3.0,2.0,alcohol,cigarette,715.0,2.0,0.285714285714
3.0,2.0,alcohol,neutral,715.0,2.0,0.0
4.0,2.0,alcohol,alcohol,715.0,2.0,
4.0,2.0,alcohol,cigarette,715.0,2.0,
4.0,2.0,alcohol,neutral,715.0,2.0,
5.0,2.0,alcohol,alcohol,715.0,2.0,0.6
5.0,2.0,alcohol,cigarette,715.0,2.0,0.3
5.0,2.0,alcohol,neutral,715.0,2.0,0.1
6.0,2.0,alcohol,alcohol,715.0,2.0,
6.0,2.0,alcohol,cigarette,715.0,2.0,
6.0,2.0,alcohol,neutral,715.0,2.0,
7.0,2.0,alcohol,alcohol,715.0,2.0,
7.0,2.0,alcohol,cigarette,715.0,2.0,
7.0,2.0,alcohol,neutral,715.0,2.0,
8.0,2.0,alcohol,alcohol,715.0,2.0,0.545454545455
8.0,2.0,alcohol,cigarette,715.0,2.0,0.272727272727
8.0,2.0,alcohol,neutral,715.0,2.0,0.181818181818
9.0,2.0,alcohol,alcohol,715.0,2.0,0.5
9.0,2.0,alcohol,cigarette,715.0,2.0,0.0
9.0,2.0,alcohol,neutral,715.0,2.0,0.5
10.0,2.0,alcohol,alcohol,715.0,2.0,
10.0,2.0,alcohol,cigarette,715.0,2.0,
10.0,2.0,alcohol,neutral,715.0,2.0,
11.0,2.0,alcohol,alcohol,715.0,2.0,0.0
11.0,2.0,alcohol,cigarette,715.0,2.0,1.0
11.0,2.0,alcohol,neutral,715.0,2.0,0.0
12.0,2.0,alcohol,alcohol,715.0,2.0,
12.0,2.0,alcohol,cigarette,715.0,2.0,
12.0,2.0,alcohol,neutral,715.0,2.0,
13.0,2.0,alcohol,alcohol,715.0,2.0,
13.0,2.0,alcohol,cigarette,715.0,2.0,
13.0,2.0,alcohol,neutral,715.0,2.0,
14.0,2.0,alcohol,alcohol,715.0,2.0,0.625
14.0,2.0,alcohol,cigarette,715.0,2.0,0.25
14.0,2.0,alcohol,neutral,715.0,2.0,0.125
15.0,2.0,alcohol,alcohol,715.0,2.0,
15.0,2.0,alcohol,cigarette,715.0,2.0,
15.0,2.0,alcohol,neutral,715.0,2.0,
16.0,2.0,alcohol,alcohol,715.0,2.0,1.0
16.0,2.0,alcohol,cigarette,715.0,2.0,0.0
16.0,2.0,alcohol,neutral,715.0,2.0,0.0
17.0,2.0,alcohol,alcohol,715.0,2.0,0.5
17.0,2.0,alcohol,cigarette,715.0,2.0,0.5
17.0,2.0,alcohol,neutral,715.0,2.0,0.0
18.0,2.0,alcohol,alcohol,715.0,2.0,
18.0,2.0,alcohol,cigarette,715.0,2.0,
18.0,2.0,alcohol,neutral,715.0,2.0,
19.0,2.0,alcohol,alcohol,715.0,2.0,
19.0,2.0,alcohol,cigarette,715.0,2.0,
19.0,2.0,alcohol,neutral,715.0,2.0,
20.0,2.0,alcohol,alcohol,715.0,2.0,0.75
20.0,2.0,alcohol,cigarette,715.0,2.0,0.25
20.0,2.0,alcohol,neutral,715.0,2.0,0.0
21.0,2.0,alcohol,alcohol,715.0,2.0,0.4
21.0,2.0,alcohol,cigarette,715.0,2.0,0.2
21.0,2.0,alcohol,neutral,715.0,2.0,0.4
22.0,2.0,alcohol,alcohol,715.0,2.0,
22.0,2.0,alcohol,cigarette,715.0,2.0,
22.0,2.0,alcohol,neutral,715.0,2.0,
23.0,2.0,alcohol,alcohol,715.0,2.0,1.0
23.0,2.0,alcohol,cigarette,715.0,2.0,0.0
23.0,2.0,alcohol,neutral,715.0,2.0,0.0
24.0,2.0,alcohol,alcohol,715.0,2.0,1.0
24.0,2.0,alcohol,cigarette,715.0,2.0,0.0
24.0,2.0,alcohol,neutral,715.0,2.0,0.0
25.0,2.0,alcohol,alcohol,715.0,2.0,0.8
25.0,2.0,alcohol,cigarette,715.0,2.0,0.1
25.0,2.0,alcohol,neutral,715.0,2.0,0.1
26.0,2.0,alcohol,alcohol,715.0,2.0,
26.0,2.0,alcohol,cigarette,715.0,2.0,
26.0,2.0,alcohol,neutral,715.0,2.0,
