sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
1.0,4.0,cigarette,alcohol,412.0,1.0,1.0,1.0
1.0,4.0,cigarette,cigarette,412.0,1.0,0.0,0.0
1.0,4.0,cigarette,neutral,412.0,1.0,0.0,0.0
2.0,4.0,cigarette,alcohol,412.0,5.0,3.0,0.6
2.0,4.0,cigarette,cigarette,412.0,5.0,1.0,0.2
2.0,4.0,cigarette,neutral,412.0,5.0,1.0,0.2
3.0,4.0,cigarette,alcohol,412.0,0.0,0.0,
3.0,4.0,cigarette,cigarette,412.0,0.0,0.0,
3.0,4.0,cigarette,neutral,412.0,0.0,0.0,
4.0,4.0,cigarette,alcohol,412.0,0.0,0.0,
4.0,4.0,cigarette,cigarette,412.0,0.0,0.0,
4.0,4.0,cigarette,neutral,412.0,0.0,0.0,
5.0,4.0,cigarette,alcohol,412.0,4.0,2.0,0.5
5.0,4.0,cigarette,cigarette,412.0,4.0,2.0,0.5
5.0,4.0,cigarette,neutral,412.0,4.0,0.0,0.0
6.0,4.0,cigarette,alcohol,412.0,12.0,6.0,0.5
6.0,4.0,cigarette,cigarette,412.0,12.0,6.0,0.5
6.0,4.0,cigarette,neutral,412.0,12.0,0.0,0.0
7.0,4.0,cigarette,alcohol,412.0,3.0,1.0,0.333333333333
7.0,4.0,cigarette,cigarette,412.0,3.0,2.0,0.666666666667
7.0,4.0,cigarette,neutral,412.0,3.0,0.0,0.0
8.0,4.0,cigarette,alcohol,412.0,0.0,0.0,
8.0,4.0,cigarette,cigarette,412.0,0.0,0.0,
8.0,4.0,cigarette,neutral,412.0,0.0,0.0,
9.0,4.0,cigarette,alcohol,412.0,2.0,2.0,1.0
9.0,4.0,cigarette,cigarette,412.0,2.0,0.0,0.0
9.0,4.0,cigarette,neutral,412.0,2.0,0.0,0.0
10.0,4.0,cigarette,alcohol,412.0,2.0,0.0,0.0
10.0,4.0,cigarette,cigarette,412.0,2.0,2.0,1.0
10.0,4.0,cigarette,neutral,412.0,2.0,0.0,0.0
11.0,4.0,cigarette,alcohol,412.0,16.0,7.0,0.4375
11.0,4.0,cigarette,cigarette,412.0,16.0,8.0,0.5
11.0,4.0,cigarette,neutral,412.0,16.0,1.0,0.0625
12.0,4.0,cigarette,alcohol,412.0,0.0,0.0,
12.0,4.0,cigarette,cigarette,412.0,0.0,0.0,
12.0,4.0,cigarette,neutral,412.0,0.0,0.0,
