sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,mean_fix_likelihood
1.0,2.0,alcohol,alcohol,288.0,2.0,1.0
1.0,2.0,alcohol,cigarette,288.0,2.0,0.0
1.0,2.0,alcohol,neutral,288.0,2.0,0.0
2.0,2.0,alcohol,alcohol,288.0,2.0,1.0
2.0,2.0,alcohol,cigarette,288.0,2.0,0.0
2.0,2.0,alcohol,neutral,288.0,2.0,0.0
3.0,2.0,alcohol,alcohol,288.0,2.0,0.857142857143
3.0,2.0,alcohol,cigarette,288.0,2.0,0.0
3.0,2.0,alcohol,neutral,288.0,2.0,0.142857142857
4.0,2.0,alcohol,alcohol,288.0,2.0,
4.0,2.0,alcohol,cigarette,288.0,2.0,
4.0,2.0,alcohol,neutral,288.0,2.0,
5.0,2.0,alcohol,alcohol,288.0,2.0,0.866666666667
5.0,2.0,alcohol,cigarette,288.0,2.0,0.0666666666667
5.0,2.0,alcohol,neutral,288.0,2.0,0.0666666666667
6.0,2.0,alcohol,alcohol,288.0,2.0,
6.0,2.0,alcohol,cigarette,288.0,2.0,
6.0,2.0,alcohol,neutral,288.0,2.0,
7.0,2.0,alcohol,alcohol,288.0,2.0,
7.0,2.0,alcohol,cigarette,288.0,2.0,
7.0,2.0,alcohol,neutral,288.0,2.0,
8.0,2.0,alcohol,alcohol,288.0,2.0,0.923076923077
8.0,2.0,alcohol,cigarette,288.0,2.0,0.0
8.0,2.0,alcohol,neutral,288.0,2.0,0.0769230769231
9.0,2.0,alcohol,alcohol,288.0,2.0,0.75
9.0,2.0,alcohol,cigarette,288.0,2.0,0.25
9.0,2.0,alcohol,neutral,288.0,2.0,0.0
10.0,2.0,alcohol,alcohol,288.0,2.0,
10.0,2.0,alcohol,cigarette,288.0,2.0,
10.0,2.0,alcohol,neutral,288.0,2.0,
11.0,2.0,alcohol,alcohol,288.0,2.0,0.0
11.0,2.0,alcohol,cigarette,288.0,2.0,1.0
11.0,2.0,alcohol,neutral,288.0,2.0,0.0
12.0,2.0,alcohol,alcohol,288.0,2.0,
12.0,2.0,alcohol,cigarette,288.0,2.0,
12.0,2.0,alcohol,neutral,288.0,2.0,
13.0,2.0,alcohol,alcohol,288.0,2.0,
13.0,2.0,alcohol,cigarette,288.0,2.0,
13.0,2.0,alcohol,neutral,288.0,2.0,
14.0,2.0,alcohol,alcohol,288.0,2.0,0.444444444444
14.0,2.0,alcohol,cigarette,288.0,2.0,0.555555555556
14.0,2.0,alcohol,neutral,288.0,2.0,0.0
15.0,2.0,alcohol,alcohol,288.0,2.0,
15.0,2.0,alcohol,cigarette,288.0,2.0,
15.0,2.0,alcohol,neutral,288.0,2.0,
16.0,2.0,alcohol,alcohol,288.0,2.0,1.0
16.0,2.0,alcohol,cigarette,288.0,2.0,0.0
16.0,2.0,alcohol,neutral,288.0,2.0,0.0
17.0,2.0,alcohol,alcohol,288.0,2.0,1.0
17.0,2.0,alcohol,cigarette,288.0,2.0,0.0
17.0,2.0,alcohol,neutral,288.0,2.0,0.0
18.0,2.0,alcohol,alcohol,288.0,2.0,
18.0,2.0,alcohol,cigarette,288.0,2.0,
18.0,2.0,alcohol,neutral,288.0,2.0,
19.0,2.0,alcohol,alcohol,288.0,2.0,
19.0,2.0,alcohol,cigarette,288.0,2.0,
19.0,2.0,alcohol,neutral,288.0,2.0,
20.0,2.0,alcohol,alcohol,288.0,2.0,0.75
20.0,2.0,alcohol,cigarette,288.0,2.0,0.0
20.0,2.0,alcohol,neutral,288.0,2.0,0.25
21.0,2.0,alcohol,alcohol,288.0,2.0,0.666666666667
21.0,2.0,alcohol,cigarette,288.0,2.0,0.111111111111
21.0,2.0,alcohol,neutral,288.0,2.0,0.222222222222
22.0,2.0,alcohol,alcohol,288.0,2.0,
22.0,2.0,alcohol,cigarette,288.0,2.0,
22.0,2.0,alcohol,neutral,288.0,2.0,
23.0,2.0,alcohol,alcohol,288.0,2.0,0.6
23.0,2.0,alcohol,cigarette,288.0,2.0,0.2
23.0,2.0,alcohol,neutral,288.0,2.0,0.2
24.0,2.0,alcohol,alcohol,288.0,2.0,1.0
24.0,2.0,alcohol,cigarette,288.0,2.0,0.0
24.0,2.0,alcohol,neutral,288.0,2.0,0.0
25.0,2.0,alcohol,alcohol,288.0,2.0,0.785714285714
25.0,2.0,alcohol,cigarette,288.0,2.0,0.214285714286
25.0,2.0,alcohol,neutral,288.0,2.0,0.0
26.0,2.0,alcohol,alcohol,288.0,2.0,
26.0,2.0,alcohol,cigarette,288.0,2.0,
26.0,2.0,alcohol,neutral,288.0,2.0,
27.0,2.0,alcohol,alcohol,288.0,2.0,
27.0,2.0,alcohol,cigarette,288.0,2.0,
27.0,2.0,alcohol,neutral,288.0,2.0,
28.0,2.0,alcohol,alcohol,288.0,2.0,0.5
